Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
-1,0.9413356372177536,0,0.604956918670759,-0.552587471374759,0,-0.5267297594116938,0.5617683333678752
1,-1.4388172588261665,1,0.6397773979564805,-0.552587471374759,0,1.2973439808288285,-1.9104863995548838
1,0.9413356372177536,1,-0.12627314632939174,-0.552587471374759,0,-0.5173088178118288,0.5617683333678752
1,-1.4388172588261665,1,0.5004954808135946,0.5431325526630237,0,0.9581900832336895,-0.6743590330935043
1,0.9413356372177536,1,-1.867297110615465,0.5431325526630237,1,-0.40964091381337203,0.5617683333678752
-1,-1.4388172588261665,0,1.4058279422423525,0.5431325526630237,1,3.1384651392024394,-1.9104863995548838
-1,-0.24874081080420649,0,-0.47447793918660636,0.5431325526630237,0,-0.46840964474586305,0.5617683333678752
-1,-0.24874081080420649,0,-0.6834008149009352,-0.552587471374759,0,-0.40807075688006117,-1.9104863995548838
-1,-1.4388172588261665,0,0.9183412322422522,0.5431325526630237,0,-0.1593884045497589,-1.9104863995548838
-1,-1.4388172588261665,0,-0.892323690615264,-0.552587471374759,0,0.18836456964472345,0.5617683333678752
1,-1.4388172588261665,1,-0.5441188977580493,-0.552587471374759,1,0.40908377284155983,-1.9104863995548838
-1,-0.24874081080420649,0,0.5701364393850376,0.5431325526630237,0,-0.27999081274856363,0.5617683333678752
1,-1.4388172588261665,1,0.013008770813494105,-0.552587471374759,0,2.301646861280567,0.5617683333678752
-1,0.9413356372177536,0,0.08264972938493703,-0.552587471374759,0,-0.518057109744618,-0.6743590330935043
-1,0.9413356372177536,0,-0.5441188977580493,-0.552587471374759,0,-0.5173088178118288,0.5617683333678752
1,-1.4388172588261665,1,1.2665460250994667,0.5431325526630237,1,0.7643878560364673,-1.9104863995548838
-1,0.9413356372177536,0,-0.40483698061516343,-0.552587471374759,0,-0.5267297594116938,-0.6743590330935043
1,-1.4388172588261665,1,-0.822682732043821,0.5431325526630237,0,0.41985056324140557,0.5617683333678752
-1,0.9413356372177536,0,-0.05663218775794882,2.734572600738589,1,-0.26159754581549394,0.5617683333678752
-1,-0.24874081080420649,0,1.1969050665280239,-0.552587471374759,0,-0.46840964474586305,0.5617683333678752
-1,0.9413356372177536,0,-1.1708875249010355,-0.552587471374759,2,-0.2934493007483707,0.5617683333678752
1,-1.4388172588261665,1,1.4754689008137956,-0.552587471374759,1,0.050190759513370514,0.5617683333678752
-1,-1.4388172588261665,0,-0.47447793918660636,-0.552587471374759,0,1.0209963605661228,0.5617683333678752
-1,0.9413356372177536,0,-1.6583742349011361,2.734572600738589,1,-0.27864496394858296,0.5617683333678752
-1,0.9413356372177536,0,-0.6137598563294923,-0.552587471374759,0,-0.5177574340784891,-0.6743590330935043
-1,-0.24874081080420649,0,1.893314652242453,-0.552587471374759,0,-0.4235480180798394,0.5617683333678752
-1,0.9413356372177536,0,-0.40483698061516343,-0.552587471374759,0,-0.5173088178118288,0.5617683333678752
1,-0.24874081080420649,1,-0.40483698061516343,0.5431325526630237,2,0.5095738165734529,0.5617683333678752
1,0.9413356372177536,1,-0.7530417734723781,0.5431325526630237,0,-0.36791960101397,0.5617683333678752
-1,0.9413356372177536,0,-0.2655550634722776,-0.552587471374759,0,-0.515438985212389,-0.6743590330935043
-1,0.9413356372177536,0,-1.728015193472579,3.8302926247763716,2,-0.09359075395123531,0.5617683333678752
-1,-1.4388172588261665,0,1.7540327350995673,-0.552587471374759,0,0.2404040565773109,0.5617683333678752
-1,-0.24874081080420649,0,-0.6137598563294923,-0.552587471374759,0,-0.45046499407945356,0.5617683333678752
1,0.9413356372177536,1,-0.5441188977580493,1.6388525767008062,0,-0.5013829403453904,0.5617683333678752
1,-1.4388172588261665,1,1.057623149385138,-0.552587471374759,0,4.051399241856021,-1.9104863995548838
1,-1.4388172588261665,1,1.6843917765281242,0.5431325526630237,1,0.8120901209029836,0.5617683333678752
-1,-0.24874081080420649,0,0.9879821908136951,-0.552587471374759,0,-0.4235480180798394,0.5617683333678752
-1,-1.4388172588261665,0,1.3361869836709097,-0.552587471374759,0,-0.6568284767431625,0.5617683333678752
1,-1.4388172588261665,1,0.08264972938493703,-0.552587471374759,0,1.7567270378889106,-1.9104863995548838
-1,-0.24874081080420649,0,-0.6137598563294923,0.5431325526630237,0,-0.45046499407945356,0.5617683333678752
-1,-0.24874081080420649,0,-0.05663218775794882,-0.552587471374759,0,-0.40814612441286013,-1.9104863995548838
1,-1.4388172588261665,1,1.057623149385138,-0.552587471374759,1,0.40908377284155983,-1.9104863995548838
1,0.9413356372177536,1,-0.5441188977580493,-0.552587471374759,0,0.055349846579963266,0.5617683333678752
1,-1.4388172588261665,1,-0.3351960220437205,0.5431325526630237,0,0.33805346210871123,-1.9104863995548838
-1,0.9413356372177536,0,-0.19591410490083466,-0.552587471374759,0,-0.5013829403453904,0.5617683333678752
1,-0.24874081080420649,1,0.08264972938493703,-0.552587471374759,0,-0.27999081274856363,0.5617683333678752
1,-0.24874081080420649,1,-0.40483698061516343,0.5431325526630237,1,0.007198965446786696,-1.9104863995548838
-1,0.9413356372177536,0,-1.0664260870438713,8.213172720927503,2,0.5912219771056159,0.5617683333678752
1,0.9413356372177536,1,0.013008770813494105,0.5431325526630237,0,-0.3777891588804952,0.5617683333678752
1,-1.4388172588261665,1,2.0325965693853387,1.6388525767008062,0,0.2669477838430637,0.5617683333678752
-1,-1.4388172588261665,0,1.4058279422423525,-0.552587471374759,0,-0.1902675594165163,0.5617683333678752
1,0.9413356372177536,1,-2.0643810233726483,0.5431325526630237,2,-0.28761728928178765,0.5617683333678752
-1,-0.24874081080420649,0,1.3361869836709097,0.5431325526630237,2,0.5095738165734529,0.5617683333678752
-1,-0.24874081080420649,0,-0.822682732043821,-0.552587471374759,0,0.6621033472379333,0.5617683333678752
-1,-0.24874081080420649,0,-0.3351960220437205,-0.552587471374759,0,-0.46840964474586305,0.5617683333678752
1,-1.4388172588261665,1,1.057623149385138,-0.552587471374759,1,0.48011408357440843,-1.9104863995548838
1,-0.24874081080420649,1,0.08264972938493703,-0.552587471374759,0,-0.27999081274856363,0.5617683333678752
-1,-0.24874081080420649,0,-0.40483698061516343,-0.552587471374759,0,-0.41457569274663464,0.5617683333678752
1,0.9413356372177536,1,0.5701364393850376,-0.552587471374759,0,-0.5271030081455551,-1.9104863995548838
-1,-0.24874081080420649,0,-0.2655550634722776,-0.552587471374759,0,-0.4235480180798394,0.5617683333678752
1,0.9413356372177536,1,-0.9619646491867069,-0.552587471374759,0,-0.51955189914513,0.5617683333678752
1,-1.4388172588261665,1,1.962955610813896,-0.552587471374759,1,8.536740043457867,-1.9104863995548838
-1,0.9413356372177536,0,0.15229068795637996,-0.552587471374759,0,-0.5208223804123118,0.5617683333678752
-1,-0.24874081080420649,0,-0.822682732043821,-0.552587471374759,0,-0.46840964474586305,0.5617683333678752
-1,-0.24874081080420649,0,-0.3351960220437205,-0.552587471374759,0,-0.09157198075126424,0.5617683333678752
-1,0.9413356372177536,0,0.6397773979564805,-0.552587471374759,2,-0.5271030081455551,-1.9104863995548838
-1,-0.24874081080420649,0,0.15229068795637996,-0.552587471374759,0,-0.4235480180798394,0.5617683333678752
-1,-1.4388172588261665,0,0.013008770813494105,-0.552587471374759,0,-0.1902675594165163,0.5617683333678752
-1,0.9413356372177536,0,-0.19591410490083466,-0.552587471374759,0,-0.5151411040113265,0.5617683333678752
1,0.9413356372177536,1,-0.7530417734723781,0.5431325526630237,1,-0.3743491693477445,-1.9104863995548838
-1,-1.4388172588261665,0,0.6397773979564805,-0.552587471374759,0,-0.12387235195080129,-1.9104863995548838
1,-0.24874081080420649,1,1.2665460250994667,-0.552587471374759,2,0.0026374352473854576,0.5617683333678752
-1,-0.24874081080420649,0,-0.6137598563294923,-0.552587471374759,0,-0.4235480180798394,0.5617683333678752
-1,-0.24874081080420649,0,-0.05663218775794882,0.5431325526630237,0,-0.1902675594165163,0.5617683333678752
-1,-1.4388172588261665,0,1.1272641079565808,-0.552587471374759,0,0.7643878560364673,-1.9104863995548838
1,-0.24874081080420649,1,-1.2405284834724786,1.6388525767008062,1,0.043012899246806756,0.5617683333678752
-1,0.9413356372177536,0,-0.47447793918660636,-0.552587471374759,0,-0.5303186895449756,0.5617683333678752
1,-1.4388172588261665,1,0.6397773979564805,-0.552587471374759,0,3.1355491334691483,0.5617683333678752
-1,-1.4388172588261665,0,0.22193164652782288,-0.552587471374759,0,-0.18039800154999108,0.5617683333678752
